PhraseId,SentenceId,Phrase,Sentiment
22523,2045,melancholic,1
22525,2046,hopefully it 'll be at the dollar theatres by the time Christmas rolls around,1
22526,2046,'ll be at the dollar theatres by the time Christmas rolls around,1
22527,2048,Just another combination of bad animation and mindless violence ...,1
22529,2048,bad animation and mindless violence,1
22530,2048,bad animation and,1
22531,2048,bad animation,1
22532,2048,lacking the slightest bit,1
22533,2049,Proof once again that if the filmmakers just follow the books,1
22536,2049,that if the filmmakers just follow the books,1
22537,2049,the filmmakers just follow the books,1
22539,2049,go wrong,1
22562,2051,'s pretty but dumb .,1
22613,2051,'s pretty but dumb,1
22629,2051,pretty but dumb,1
22638,2052,#NAME?,1
22643,2052,A -RRB- soulless,1
22644,2052,#NAME?,1
22645,2053,obsessive,1
22647,2055,well-worn situations,1
22648,2056,crush each other,1
22649,2056,throw each other out windows,1
22651,2056,electrocute and dismember,1
22652,2056,dismember,1
22653,2057,succeeds in making neither,1
22655,2060,Just as the lousy Tarantino imitations have subsided,1
22656,2060,as the lousy Tarantino imitations have subsided,1
22683,2060,the lousy Tarantino imitations,1
22684,2060,imitations,1
22686,2060,comes the first lousy Guy Ritchie imitation .,1
22689,2060,comes the first lousy Guy Ritchie imitation,1
22690,2060,the first lousy Guy Ritchie imitation,1
22691,2060,first lousy Guy Ritchie imitation,1
22692,2060,lousy Guy Ritchie imitation,1
22695,2060,imitation,1
22698,2061,even Felinni would know what to make of this Italian freakshow .,1
22705,2061,would know what to make of this Italian freakshow .,1
22710,2061,would know what to make of this Italian freakshow,1
22713,2061,know what to make of this Italian freakshow,1
22716,2061,what to make of this Italian freakshow,1
22724,2061,to make of this Italian freakshow,1
22726,2061,this Italian freakshow,1
22729,2061,Italian freakshow,1
22736,2062,-LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB-,1
22766,2062,she 's a best-selling writer of self-help books who ca n't help herself,1
22769,2062,a best-selling writer of self-help books who ca n't help herself,1
22771,2062,Amy 's neuroses,1
22779,2063,as a dystopian movie,1
22812,2063,a rip-off of The Matrix,1
22832,2065,just plain,1
22836,2065,scare,1
22838,2068,was more fun when his characters were torturing each other psychologically and talking about their genitals in public,1
22841,2068,his characters were torturing each other psychologically and talking about their genitals in public,1
22842,2068,torturing each other psychologically and talking about their genitals in public,1
22843,2068,torturing each other psychologically and,1
22848,2068,torturing each other psychologically,1
22851,2068,torturing,1
22855,2071,hardhearted Scrooge,1
22859,2071,could fail to respond,1
22860,2072,never quite ignites .,1
22861,2073,the sickly sweet gender normative narrative,1
22866,2073,sickly,1
22868,2073,left an acrid test,1
22870,2073,an acrid test,1
22871,2073,acrid,1
22872,2074,American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .,1
22873,2074,is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .,1
22874,2074,is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition,1
22901,2074,a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition,1
22914,2074,rambling examination,1
22920,2074,uses his usual modus operandi of crucifixion,1
22948,2074,of crucifixion,1
22951,2074,crucifixion,1
22952,2076,this movie strangely enough has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .,1
22953,2076,has the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom .,1
22954,2076,the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom,1
22965,2076,the outdated swagger,1
22966,2076,outdated swagger,1
22968,2076,outdated,1
22969,2076,of a shameless ` 70s blaxploitation shuck-and-jive sitcom,1
22970,2076,shameless ` 70s blaxploitation shuck-and-jive sitcom,1
22996,2076,shameless,1
22998,2076,blaxploitation shuck-and-jive sitcom,1
22999,2078,a cruel deception,1
23000,2078,by men of marginal intelligence,1
23001,2078,men of marginal intelligence,1
23006,2078,marginal intelligence,1
23007,2078,reactionary ideas about women and a total lack of empathy,1
23009,2078,reactionary ideas about women,1
23018,2078,a total lack of empathy,1
23019,2078,a total lack,1
23021,2078,of empathy,1
23046,2080,if considerably less ambitious,1
23047,2080,considerably less ambitious,1
23048,2080,less ambitious,1
23081,2083,bites hard .,1
23102,2084,If the film has a problem,1
23112,2084,the film has a problem,1
23115,2085,the layers of soap-opera emotion,1
23116,2085,soap-opera emotion,1
23118,2085,soap-opera,1
23121,2085,scathing,1
23122,2085,strangling the life out,1
23127,2087,about the mechanisms of poverty,1
23132,2087,of poverty,1
23134,2087,poverty,1
23147,2087,the rather simplistic filmmaking,1
23148,2087,rather simplistic,1
23150,2089,Bible stores of the potential for sanctimoniousness,1
23155,2089,of the potential for sanctimoniousness,1
23156,2090,hide new secretions from the parental units,1
23158,2090,hide new secretions,1
23174,2091,staggers in terms of story .,1
23175,2091,staggers in terms of story,1
23176,2091,staggers,1
23178,2093,daft by half ...,1
23184,2093,daft,1
23188,2095,jumps around with little logic or continuity,1
23191,2095,jumps around,1
23195,2095,with little logic or continuity,1
23200,2096,about interfaith understanding,1
23220,2096,stretched out to 90 minutes,1
23221,2097,viscerally repellent,1
23222,2098,Too slow for a younger crowd,1
23223,2098,slow for a younger crowd,1
23224,2098,too shallow for an older one .,1
23244,2098,too shallow for an older one,1
23263,2099,The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films does n't bode well for the rest of it .,1
23274,2099,The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films,1
23275,2099,does n't bode well for the rest of it,1
23276,2101,But even with the two-wrongs-make-a-right chemistry between Jolie and Burns,1
23283,2101,... this otherwise appealing picture loses its soul to Screenwriting For Dummies conformity .,1
23289,2101,Dummies conformity,1
23382,2102,is extremely straight and mind-numbingly stilted,1
23383,2102,mind-numbingly,1
23384,2102,its episodic pacing keeping the film from developing any storytelling flow,1
23400,2102,from developing any storytelling flow,1
23401,2102,any storytelling flow,1
23417,2104,It 's a visual Rorschach test and I must have failed,1
23418,2104,I must have failed,1
23444,2104,must have failed,1
23447,2104,have failed,1
23448,2108,Sodden and glum,1
23454,2108,Sodden,1
23491,2108,glum,1
23492,2108,even in those moments where it 's supposed to feel funny and light,1
23493,2108,it 's supposed to feel funny and light,1
23495,2108,supposed to feel funny and light,1
23503,2109,to hate,1
23506,2110,disturbingly,1
23509,2110,dysfunctional drama,1
23514,2110,I Killed My Father,1
23515,2110,of male-ridden angst,1
23519,2116,devoted to the insanity of Black,1
23531,2116,the insanity,1
23535,2119,Grainy photography,1
23537,2119,mars an otherwise delightful comedy of errors,1
23546,2120,of the worst sin of attributable to a movie like this,1
23551,2120,the worst sin,1
23561,2120,worst sin,1
23573,2120,sin,1
23575,2120,it 's not scary in the slightest .,1
23576,2120,it 's not scary in the slightest,1
23578,2120,'s not scary in the slightest,1
23579,2121,inhabit that special annex of hell where adults behave like kids,1
23581,2121,inhabit that special annex of hell,1
23582,2121,of hell,1
23583,2121,adults behave like kids,1
23585,2121,behave like kids,1
23598,2121,children behave like adults and everyone,1
23599,2121,screams at the top of their lungs no matter what the situation .,1
23609,2121,screams at the top of their lungs no matter what the situation,1
23629,2122,A sloppy slapstick throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken .,1
23630,2122,A sloppy slapstick,1
23651,2122,sloppy slapstick,1
23671,2122,throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken .,1
23672,2122,long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken,1
23673,2122,long gone bottom-of-the-bill fare,1
23705,2122,bottom-of-the-bill fare,1
23723,2123,is a tired one,1
23725,2123,a tired one,1
23734,2123,tired one,1
23735,2123,with few moments of joy rising above the stale material,1
23738,2123,the stale material,1
23753,2123,stale material,1
23758,2124,the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB- and,1
23762,2124,the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB-,1
23764,2124,the shameless self-caricature,1
23767,2124,shameless self-caricature,1
23768,2124,self-caricature,1
23773,2124,promised -LRB- or threatened -RRB- for later this year,1
23800,2127,Infidelity,1
23802,2128,The filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about .,1
23820,2128,needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wo n't much care about,1
23821,2128,needed more emphasis,1
23822,2128,on the glamorous machine that thrusts the audience into a future they wo n't much care about,1
23838,2128,the glamorous machine that thrusts the audience into a future they wo n't much care about,1
23839,2128,that thrusts the audience into a future they wo n't much care about,1
23840,2128,thrusts the audience into a future they wo n't much care about,1
23842,2128,into a future they wo n't much care about,1
23846,2128,a future they wo n't much care about,1
23851,2128,they wo n't much care about,1
23866,2128,wo n't much care about,1
23932,2133,uneasy bonds,1
23939,2133,unsentimental,1
23947,2134,Criminal,1
23953,2134,makes My Big Fat Greek Wedding look like an apartheid drama,1
23968,2135,this might have been an eerie thriller,1
24005,2138,deserve a passing grade -LRB- even on a curve -RRB-,1
24012,2139,First-timer John McKay is never able to pull it back on course .,1
24014,2139,is never able to pull it back on course .,1
24022,2139,pull it back,1
24048,2141,have made for better drama,1
24077,2143,assesses,1
24094,2145,abused,1
24105,2145,autistic,1
24111,2146,It 's just a movie that happens to have Jackie Chan in it .,1
24117,2146,'s just a movie that happens to have Jackie Chan in it .,1
24122,2147,something is rotten in the state of California,1
24149,2147,is rotten in the state of California,1
24154,2147,rotten in the state of California,1
24159,2147,rotten,1
24160,2148,it does turn out to be a bit of a cheat in the end,1
24162,2148,does turn out to be a bit of a cheat in the end,1
24168,2148,to be a bit of a cheat in the end,1
24169,2148,be a bit of a cheat in the end,1
24187,2148,a bit of a cheat in the end,1
24189,2148,a cheat in the end,1
24190,2148,cheat,1
24193,2149,You can fire a torpedo through some of Clancy 's holes,1
24194,2149,can fire a torpedo through some of Clancy 's holes,1
24197,2149,fire a torpedo through some of Clancy 's holes,1
24198,2149,do n't deserve any Oscars,1
24199,2150,survive a screening with little harm done,1
24200,2150,harm,1
24201,2150,for the last 15 minutes,1
24205,2150,are as maudlin as any after-school special you can imagine,1
24206,2150,maudlin as any after-school special you can imagine,1
24215,2151,a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .,1
24217,2151,wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .,1
24218,2151,of their time -LRB- including mine -RRB- on something very inconsequential,1
24220,2151,their time -LRB- including mine -RRB- on something very inconsequential,1
24224,2152,A moving picture that does not move .,1
24247,2152,picture that does not move .,1
24250,2152,picture that does not move,1
24283,2152,that does not move,1
24287,2153,confusing on one level or another,1
24288,2153,making Ararat far more demanding than it needs to be,1
24289,2153,Ararat far more demanding than it needs to be,1
24290,2153,far more demanding than it needs to be,1
24291,2153,demanding than it needs to be,1
24295,2154,struggles,1
24316,2154,the preaching message,1
24365,2154,preaching message,1
24367,2154,by the time the credits roll across the pat ending,1
24368,2154,the credits roll across the pat ending,1
24385,2156,that spends a bit too much time on its fairly ludicrous plot,1
24396,2156,spends a bit too much time on its fairly ludicrous plot,1
24398,2156,spends a bit too much time,1
24402,2156,too much time,1
24403,2156,on its fairly ludicrous plot,1
24407,2156,fairly ludicrous plot,1
24408,2156,fairly ludicrous,1
24413,2157,its title notwithstanding,1
24423,2159,Could have been crisper and punchier,1
24424,2160,Naipaul fans may be disappointed .,1
24425,2160,may be disappointed .,1
24451,2161,overwritten,1
24471,2163,except : Film overboard,1
24498,2164,hypermasculine,1
24555,2164,pulpy concept,1
24560,2164,pulpy,1
24565,2164,be completely forgettable,1
24571,2165,we never really get inside of them .,1
24573,2166,Eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .,1
24589,2166,lacks considerable brio for a film about one of cinema 's directorial giants,1
24590,2167,plight and isolation,1
24593,2169,With a completely predictable plot,1
24598,2169,completely predictable plot,1
24599,2169,completely predictable,1
24601,2169,you 've never come within a mile of The Longest Yard,1
24633,2170,Life on the rez is no picnic :,1
24634,2170,is no picnic,1
24635,2170,no picnic,1
24639,2174,fall together without much surprise,1
24640,2175,at the least demanding of demographic groups,1
24641,2175,the least demanding,1
24642,2176,well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .,1
24659,2176,you 've missed the first half-dozen episodes and probably,1
24660,2176,wo n't see the next six,1
24661,2177,is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,1
24672,2177,is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience,1
24729,2177,a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience,1
24732,2177,being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience,1
24769,2177,insult,1
24857,2181,Not everything in this ambitious comic escapade works,1
24867,2181,Not everything,1
24891,2182,Nothing more than a stifling morality tale dressed up in peekaboo clothing .,1
24920,2182,than a stifling morality tale,1
24931,2182,stifling morality tale,1
24936,2183,A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .,1
24940,2183,freaking out,1
24941,2183,does not make for much of a movie .,1
24942,2183,does not make for much of a movie,1
24957,2184,The movie does n't add anything fresh to the myth .,1
24967,2184,does n't add anything fresh to the myth .,1
24976,2184,does n't add anything fresh to the myth,1
24982,2185,Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute .,1
24983,2185,exercise in narcissism and self-congratulation disguised as a tribute,1
24985,2185,in narcissism and self-congratulation disguised as a tribute,1
24986,2185,narcissism and self-congratulation disguised as a tribute,1
24994,2185,narcissism and self-congratulation,1
24995,2185,narcissism and,1
24997,2187,shave ice without the topping,1
24998,2187,is as innocuous as it is flavorless,1
25001,2187,as it is flavorless,1
25006,2187,it is flavorless,1
25007,2187,flavorless,1
25008,2188,Um ... is n't that the basis for the entire plot ?,1
25013,2190,of Nazi politics and aesthetics,1
25029,2190,Nazi politics and aesthetics,1
25044,2190,Nazi,1
25046,2191,slobbering,1
25048,2191,blues,1
25053,2192,a weak and ineffective ghost story without a conclusion or pay off,1
25054,2192,a weak and ineffective ghost story,1
25063,2192,weak and ineffective ghost story,1
25064,2192,ineffective,1
25065,2193,will probably make you angry,1
25066,2193,make you angry,1
25096,2193,you angry,1
25097,2193,angry,1
25104,2194,thriller as lazy,1
25109,2194,as lazy,1
25110,2194,as it is interminable,1
25111,2194,it is interminable,1
25112,2194,is interminable,1
25179,2196,the first film I 've ever seen that had no obvious directing involved,1
25180,2196,I 've ever seen that had no obvious directing involved,1
25186,2196,'ve ever seen that had no obvious directing involved,1
25225,2196,seen that had no obvious directing involved,1
25241,2196,that had no obvious directing involved,1
25246,2196,had no obvious directing involved,1
25254,2196,had no obvious directing,1
25255,2196,no obvious directing,1
25257,2196,obvious directing,1
25259,2197,treads predictably along familiar territory,1
25262,2197,treads predictably,1
25263,2197,that wo n't win many fans over the age of 12,1
25265,2197,wo n't win many fans over the age of 12,1
25269,2199,slightly pokey,1
25273,2199,pokey,1
25274,2200,flawed but,1
25276,2202,secondary,1
25277,2202,moving along,1
25318,2205,seem deceptively slight,1
25327,2206,grumble,1
25329,2207,It just did n't mean much to me and played too skewed to ever get a hold on -LRB- or be entertained by -RRB-,1
25330,2207,just did n't mean much to me and played too skewed to ever get a hold on,1
25331,2207,did n't mean much to me and played too skewed to ever get a hold on,1
25333,2207,did n't mean much to me and,1
25334,2207,did n't mean much to me,1
25339,2207,too skewed to ever get a hold on,1
25340,2207,skewed to ever get a hold on,1
25344,2211,Unfunny and lacking any sense of commitment to or affection for its characters,1
25347,2211,lacking any sense of commitment to or,1
25348,2211,lacking any sense of commitment to,1
25349,2211,lacking any sense of commitment,1
25352,2211,toilet humor,1
25353,2211,slurs,1
25354,2212,shadowy,1
25374,2215,What with all the blanket statements and dime-store ruminations on vanity,1
25379,2215,with all the blanket statements and dime-store ruminations on vanity,1
25380,2215,all the blanket statements and dime-store ruminations on vanity,1
25381,2215,the blanket statements and dime-store ruminations,1
25385,2215,statements and dime-store ruminations,1
25386,2215,dime-store ruminations,1
25387,2215,becomes a sermon for most of its running time .,1
25388,2215,becomes a sermon for most of its running time,1
25399,2215,a sermon for most of its running time,1
25401,2216,Breen 's script is sketchy with actorish notations on the margin of acting .,1
25402,2216,sketchy with actorish notations on the margin of acting,1
25406,2216,with actorish notations on the margin of acting,1
25407,2217,it 's pretty far from a treasure,1
25411,2217,'s pretty far from a treasure,1
25415,2217,pretty far from a treasure,1
25425,2217,far from a treasure,1
25450,2218,This loud and thoroughly obnoxious comedy,1
25451,2218,obnoxious comedy,1
25453,2218,about a pair of squabbling working-class spouses,1
25455,2219,counting a few gross-out comedies I 've been trying to forget,1
25487,2219,a few gross-out comedies I 've been trying to forget,1
25488,2219,'ve been trying to forget,1
25529,2219,been trying to forget,1
25530,2219,trying to forget,1
25531,2219,is the first film in a long time that made me want to bolt the theater in the first 10 minutes .,1
25535,2219,the first film in a long time that made me want to bolt the theater in the first 10 minutes,1
25538,2219,that made me want to bolt the theater in the first 10 minutes,1
25541,2219,to bolt the theater in the first 10 minutes,1
25556,2222,May puzzle his most ardent fans .,1
25562,2222,puzzle his most ardent fans .,1
25564,2222,puzzle his most ardent fans,1
25580,2223,worry,1
25591,2223,bored,1
25593,2224,this obscenely bad dark comedy,1
25594,2224,obscenely,1
25621,2224,so crass,1
25635,2224,that it makes Edward Burns ' Sidewalks of New York look like Oscar Wilde,1
25639,2224,makes Edward Burns ' Sidewalks of New York look like Oscar Wilde,1
25642,2225,Hungry-Man portions of bad ',1
25644,2226,is n't nearly as funny as it thinks it is,1
25645,2226,is n't nearly as funny,1
25647,2226,neither is it as smart,1
25648,2228,little objectivity,1
25653,2229,is disappointing,1
25654,2230,cutting and blurry,1
25656,2230,dopey dialogue and sometimes inadequate performances kill the effect,1
25680,2230,dopey dialogue and sometimes inadequate performances,1
25690,2230,dopey dialogue,1
25691,2230,dopey,1
25692,2230,sometimes inadequate performances,1
25707,2230,sometimes inadequate,1
25724,2230,inadequate,1
25754,2230,kill the effect,1
25756,2232,of a self-destructive man,1
25757,2232,about as unsettling to watch as an exploratory medical procedure or an autopsy,1
25782,2232,unsettling to watch as an exploratory medical procedure or an autopsy,1
25783,2232,as an exploratory medical procedure or an autopsy,1
25784,2233,The crassness of this reactionary thriller is matched only by the ridiculousness of its premise .,1
25786,2233,The crassness,1
25795,2233,the ridiculousness,1
25797,2233,ridiculousness,1
25817,2235,None of this is meaningful or memorable,1
25833,2235,turn down a big bowl of that,1
25834,2235,turn down,1
25835,2237,In its chicken heart,1
25836,2237,its chicken heart,1
25875,2237,goes to absurd lengths,1
25876,2237,absurd,1
25903,2237,to duck the very issues it raises,1
25905,2237,duck the very issues it raises,1
25978,2238,'m all for the mentally challenged getting their fair shot in the movie business,1
25982,2238,it does n't have to be as a collection of keening and self-mutilating sideshow geeks,1
25983,2238,does n't have to be as a collection of keening and self-mutilating sideshow geeks,1
25987,2238,have to be as a collection of keening and self-mutilating sideshow geeks,1
26004,2238,to be as a collection of keening and self-mutilating sideshow geeks,1
26005,2238,be as a collection of keening and self-mutilating sideshow geeks,1
26009,2238,self-mutilating,1
26010,2238,sideshow,1
26012,2239,its charm quickly fades,1
26016,2239,quickly fades,1
26018,2239,fades,1
26019,2240,The Man from Elysian Fields is doomed by its smallness,1
26022,2240,doomed by its smallness,1
26026,2240,by its smallness,1
26027,2240,smallness,1
26028,2241,'s nothing interesting in Unfaithful,1
26081,2241,nothing interesting in Unfaithful,1
26084,2242,'s already been too many of these films ...,1
26091,2242,been too many of these films,1
26092,2243,Almost peerlessly unsettling .,1
26093,2246,do as best you can with a stuttering script .,1
26109,2246,do as best you can with a stuttering script,1
26110,2246,as best you can with a stuttering script,1
26138,2246,best you can with a stuttering script,1
26139,2246,you can with a stuttering script,1
26140,2246,can with a stuttering script,1
26149,2246,a stuttering script,1
26153,2247,... The movie feels stitched together from stock situations and characters from other movies .,1
26154,2247,The movie feels stitched together from stock situations and characters from other movies .,1
26155,2247,feels stitched together from stock situations and characters from other movies .,1
26156,2247,stitched together from stock situations and characters from other movies,1
26174,2247,stitched together from stock situations and characters,1
26175,2247,stock situations and characters,1
26181,2248,says he has to ?,1
26182,2250,shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action,1
26183,2250,believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action,1
26184,2250,believe that people have lost the ability to think and,1
26186,2250,believe that people have lost the ability to think,1
26200,2250,people have lost the ability to think,1
26203,2250,have lost the ability to think,1
26220,2250,lost the ability to think,1
26244,2250,will forgive any shoddy product as long as there 's a little girl-on-girl action,1
26247,2250,any shoddy product,1
26249,2251,Potty-mouthed enough,1
26256,2251,Potty-mouthed,1
26282,2251,raunchy as South Park,1
26285,2251,as South Park,1
26326,2251,this strangely schizo cartoon,1
26330,2251,strangely schizo cartoon,1
26344,2251,schizo cartoon,1
26345,2251,schizo,1
26346,2251,seems suited neither to kids or adults .,1
26350,2251,suited neither to kids or adults,1
26351,2251,suited neither,1
26355,2252,poorly scripted,1
26359,2252,scripted,1
26362,2252,preachy fable,1
26364,2252,forgets,1
26378,2252,its zeal to spread propaganda,1
26391,2252,zeal to spread propaganda,1
26393,2252,to spread propaganda,1
26433,2252,spread propaganda,1
26434,2253,in a world of meaningless activity,1
26435,2253,a world of meaningless activity,1
26437,2254,put you off,1
26438,2255,could have been a confusing and horrifying vision into an intense and engrossing head-trip,1
26454,2255,been a confusing and horrifying vision,1
26455,2255,confusing and horrifying,1
26456,2258,that could have wrapped things up at 80 minutes,1
26458,2258,could have wrapped things up at 80 minutes,1
26459,2258,Kang tacks on three or four more endings,1
26462,2258,tacks on three or four more endings,1
26463,2259,rambling and incoherent,1
26465,2259,the vagueness of topical excess,1
26501,2259,the vagueness,1
26503,2259,a ponderous and pretentious endeavor,1
26558,2259,ponderous and pretentious endeavor,1
26572,2259,and pretentious endeavor,1
26613,2259,pretentious endeavor,1
26614,2259,that 's unfocused and tediously exasperating,1
26625,2259,unfocused and tediously exasperating,1
26626,2259,unfocused and,1
26627,2259,exasperating,1
26633,2260,Amazingly dopey,1
26635,2261,'s hard to imagine that even very small children will be impressed by this tired retread,1
26639,2261,imagine that even very small children will be impressed by this tired retread,1
26644,2261,be impressed by this tired retread,1
26654,2261,by this tired retread,1
26660,2261,this tired retread,1
26661,2261,tired retread,1
26662,2262,A beautifully shot but dull and ankle-deep ` epic . ',1
26663,2262,shot but dull and ankle-deep ` epic . ',1
26664,2262,shot but dull and ankle-deep ` epic .,1
26717,2262,but dull and ankle-deep ` epic,1
26719,2262,but dull and ankle-deep,1
26720,2262,dull and ankle-deep,1
26729,2262,dull and,1
26758,2264,irreparably drags the film down .,1
26759,2264,irreparably,1
26760,2264,drags the film down .,1
26761,2264,drags the film down,1
26762,2264,drags the film,1
26835,2267,how this gets us in trouble,1
26856,2267,this gets us in trouble,1
26874,2268,there are lulls,1
26875,2268,notice the 129-minute running time,1
26876,2271,The pacing is deadly,1
26914,2271,is deadly,1
26915,2271,the narration helps little,1
26917,2271,helps little,1
26921,2271,is negated,1
26923,2272,sinister,1
26924,2272,menacing atmosphere,1
26925,2272,menacing,1
26926,2272,a bump on the head,1
26928,2273,-- is a crime that should be punishable by chainsaw .,1
26929,2273,is a crime that should be punishable by chainsaw,1
26930,2273,that should be punishable by chainsaw,1
26931,2273,be punishable by chainsaw,1
26932,2273,punishable by chainsaw,1
26971,2275,respond by hitting on each other .,1
26975,2275,hitting on each other,1
26976,2276,a sadistic bike flick,1
26977,2276,sadistic bike flick,1
26978,2276,sadistic,1
26979,2277,of outrageous force and craven concealment,1
26987,2278,from the incongruous but chemically,1
26989,2278,incongruous,1
26990,2279,is an undeniably worthy and devastating experience,1
26992,2280,will always be remembered for the 9-11 terrorist attacks,1
26993,2280,remembered for the 9-11 terrorist attacks,1
26994,2280,terrorist,1
26995,2281,sitting through Dahmer 's two hours,1
26997,2281,through Dahmer 's two hours,1
26998,2281,amounts to little more than punishment .,1
26999,2281,amounts to little more than punishment,1
27000,2281,to little more than punishment,1
27002,2281,little more than punishment,1
27023,2282,More tiring than anything .,1
27039,2282,tiring than anything,1
27046,2283,you 're not,1
27047,2284,often boring,1
27052,2285,a silly comedy,1
27053,2285,be forgettable,1
27054,2285,were n't such a clever adaptation of the bard 's tragic play,1
27094,2286,he 's done,1
27097,2287,delivers few moments of inspiration amid the bland animation and simplistic story,1
27105,2287,amid the bland animation and simplistic story,1
27106,2287,the bland animation and simplistic story,1
27116,2287,the bland animation and,1
27119,2287,the bland animation,1
27125,2287,bland animation,1
27126,2288,wallowing in its characters ' frustrations,1
27130,2288,in its characters ' frustrations,1
27171,2288,frustrations,1
27173,2288,contriving,1
27175,2288,sitcom-worthy solutions,1
27176,2289,sometimes murky,1
27182,2289,always brooding,1
27184,2289,brooding,1
27187,2291,happens that tells you there is no sense .,1
27188,2291,happens that tells you there is no sense,1
27191,2291,you there is no sense,1
27205,2291,there is no sense,1
27207,2294,An impenetrable and insufferable ball of pseudo-philosophic twaddle .,1
27208,2294,An impenetrable and insufferable ball of pseudo-philosophic twaddle,1
27218,2294,and insufferable ball,1
27252,2294,insufferable ball,1
27279,2294,pseudo-philosophic twaddle,1
27280,2294,pseudo-philosophic,1
27291,2295,Was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz,1
27294,2295,that movie nothing more than a tepid exercise in,1
27296,2295,that movie nothing,1
27302,2295,movie nothing,1
27307,2295,more than a tepid exercise in,1
27308,2295,more than a tepid,1
27330,2295,a formula that worked five years ago but has since lost its fizz,1
27333,2295,that worked five years ago but has since lost its fizz,1
27335,2295,worked five years ago but has since lost its fizz,1
27337,2295,worked five years ago,1
27340,2297,uneven action comedy,1
27356,2299,When a movie asks you to feel sorry for Mick Jagger 's sex life,1
27358,2299,asks you to feel sorry for Mick Jagger 's sex life,1
27360,2299,to feel sorry for Mick Jagger 's sex life,1
27362,2299,feel sorry for Mick Jagger 's sex life,1
27363,2299,feel sorry,1
27405,2299,it already has one strike against it .,1
27417,2299,has one strike against it,1
27442,2299,one strike against it,1
27444,2299,one strike,1
27459,2300,The movie 's gloomy atmosphere,1
27460,2300,gloomy atmosphere,1
27461,2300,even if the movie itself does n't stand a ghost of a chance,1
27462,2300,if the movie itself does n't stand a ghost of a chance,1
27463,2300,itself does n't stand a ghost of a chance,1
27464,2300,does n't stand a ghost of a chance,1
27465,2300,stand a ghost of a chance,1
27467,2300,a ghost of a chance,1
27472,2301,'s surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,1
27473,2301,where the only belly laughs come from the selection of outtakes tacked onto the end credits,1
27495,2301,the only belly laughs come from the selection of outtakes tacked onto the end credits,1
27499,2301,the only belly laughs come from the selection of outtakes,1
27500,2302,emotionally devastating,1
27515,2304,spare dialogue,1
27516,2305,author 's,1
27518,2305,may fall fast asleep .,1
27520,2305,may fall fast asleep,1
27566,2309,forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .,1
27586,2309,to include anything even halfway scary,1
27588,2309,as they poorly rejigger Fatal Attraction into a high school setting,1
27613,2309,they poorly rejigger Fatal Attraction into a high school setting,1
27622,2309,poorly rejigger Fatal Attraction into a high school setting,1
27627,2309,rejigger Fatal Attraction into a high school setting,1
27628,2310,punches,1
27687,2310,to infamy,1
27722,2310,infamy,1
27735,2311,Seagal appeared in an orange prison jumpsuit,1
27736,2312,need agile performers,1
27738,2312,Rodan is out of his league,1
27755,2312,is out of his league,1
27756,2313,sights,1
27765,2316,as unoriginal,1
27767,2316,recycled more times than I 'd care to count,1
27771,2316,recycled more times,1
27780,2317,irrational,1
27795,2318,eventually cloying POW drama .,1
27796,2319,gently tedious in its comedy,1
27797,2321,Gaunt,1
27806,2321,a tragic dimension and,1
27807,2321,a tragic dimension,1
